,loss,accuracy,val_loss,val_accuracy,lr
0,7.884335994720459,0.08414839953184128,4.981785297393799,0.171875,0.001
1,4.309709548950195,0.2676222622394562,4.686765670776367,0.18871527910232544,0.001
2,3.609452962875366,0.34519392251968384,5.03993558883667,0.1501736044883728,0.001
3,3.3315751552581787,0.3986509144306183,5.043262004852295,0.15503472089767456,0.001
4,3.191385269165039,0.4266441762447357,5.076464653015137,0.1631944477558136,0.001
5,2.923159122467041,0.5138279795646667,3.733027458190918,0.29461807012557983,0.000100000005
6,2.788738489151001,0.559190571308136,3.4099514484405518,0.34513887763023376,0.000100000005
7,2.741180896759033,0.566104531288147,3.1639347076416016,0.3854166567325592,0.000100000005
8,2.7053282260894775,0.5694772601127625,2.9986863136291504,0.4194444417953491,0.000100000005
9,2.671018362045288,0.5789207220077515,2.862074136734009,0.4529514014720917,0.000100000005
10,2.6456406116485596,0.5839797854423523,2.8064887523651123,0.4671874940395355,0.000100000005
11,2.6312499046325684,0.5799325704574585,2.778542995452881,0.46996527910232544,0.000100000005
12,2.6079630851745605,0.5922428369522095,2.7174248695373535,0.48836806416511536,0.000100000005
13,2.606693744659424,0.5895447134971619,2.709321975708008,0.4894097149372101,0.000100000005
14,2.56178617477417,0.6043844819068909,2.6638708114624023,0.5053819417953491,0.000100000005
15,2.5425450801849365,0.6148397922515869,2.623063325881958,0.519618034362793,0.000100000005
16,2.5381741523742676,0.6060708165168762,2.594341516494751,0.5282986164093018,0.000100000005
17,2.530651330947876,0.6102866530418396,2.585554838180542,0.5286458134651184,0.000100000005
18,2.51823353767395,0.612647533416748,2.5697405338287354,0.5329861044883728,0.000100000005
19,2.501866340637207,0.6131534576416016,2.5519776344299316,0.5427083373069763,0.000100000005
20,2.5047249794006348,0.6158515810966492,2.5491883754730225,0.5444444417953491,0.000100000005
21,2.4905402660369873,0.618381142616272,2.5430774688720703,0.5387153029441833,0.000100000005
22,2.4777004718780518,0.62091064453125,2.5213077068328857,0.5494791865348816,0.000100000005
23,2.460815191268921,0.6236087679862976,2.5173377990722656,0.546875,0.000100000005
24,2.4608168601989746,0.6192243099212646,2.518519878387451,0.5524305701255798,0.000100000005
25,2.44130277633667,0.6298482418060303,2.51605486869812,0.542881965637207,0.000100000005
26,2.4277167320251465,0.6372681260108948,2.512901782989502,0.5427083373069763,0.000100000005
27,2.414003849029541,0.6337268352508545,2.5100417137145996,0.5496527552604675,0.000100000005
28,2.3965885639190674,0.6423271298408508,2.4987003803253174,0.5534722208976746,0.000100000005
29,2.396881580352783,0.6381112933158875,2.5052428245544434,0.550000011920929,0.000100000005
30,2.399303913116455,0.6403035521507263,2.5017521381378174,0.5501736402511597,0.000100000005
31,2.390760898590088,0.6453625559806824,2.497995376586914,0.550868034362793,0.000100000005
32,2.390547513961792,0.6381112933158875,2.497983694076538,0.5522569417953491,0.000100000005
33,2.3720784187316895,0.6487352252006531,2.4968063831329346,0.5531250238418579,0.000100000005
34,2.3742763996124268,0.6430016756057739,2.487971067428589,0.5520833134651184,0.000100000005
35,2.366793155670166,0.6499156951904297,2.49361515045166,0.550868034362793,0.000100000005
36,2.372067928314209,0.6451939344406128,2.4836015701293945,0.5541666746139526,0.000100000005
37,2.360962152481079,0.6445193886756897,2.476506233215332,0.5543403029441833,0.000100000005
38,2.346452236175537,0.6446880102157593,2.471989870071411,0.5546875,0.000100000005
39,2.336461305618286,0.6531197428703308,2.477461338043213,0.5565972328186035,0.000100000005
40,2.347677707672119,0.6543001532554626,2.4759066104888916,0.5614583492279053,0.000100000005
41,2.331615686416626,0.6566610336303711,2.4722938537597656,0.558680534362793,0.000100000005
42,2.286987066268921,0.6780775785446167,2.471407175064087,0.5598958134651184,1.0000001e-05
43,2.292504072189331,0.6654300093650818,2.467810869216919,0.5618055462837219,1.0000001e-05
44,2.2996463775634766,0.6674536466598511,2.4657459259033203,0.5630208253860474,1.0000001e-05
45,2.2752604484558105,0.6785835027694702,2.460904836654663,0.5645833611488342,1.0000001e-05
46,2.276884078979492,0.6743676066398621,2.462045907974243,0.565625011920929,1.0000001e-05
47,2.28555965423584,0.6681281328201294,2.46000337600708,0.5680555701255798,1.0000001e-05
48,2.2844200134277344,0.6741989850997925,2.4573168754577637,0.5670138597488403,1.0000001e-05
49,2.2623674869537354,0.6839797496795654,2.458266258239746,0.567187488079071,1.0000001e-05
50,2.278404951095581,0.6809443235397339,2.4593825340270996,0.5684027671813965,1.0000001e-05
51,2.2813050746917725,0.6731871962547302,2.460012674331665,0.5696180462837219,1.0000001e-05
52,2.2826528549194336,0.6750421524047852,2.4594812393188477,0.5706596970558167,1.0000001e-06
53,2.2736263275146484,0.6777402758598328,2.4605865478515625,0.5706596970558167,1.0000001e-06
54,2.280324935913086,0.6782462000846863,2.4612770080566406,0.5696180462837219,1.0000001e-06
55,2.2606093883514404,0.6907251477241516,2.461480140686035,0.5692708492279053,1.0000001e-07
56,2.269834518432617,0.6794266700744629,2.4620156288146973,0.5701388716697693,1.0000001e-07
57,2.2749850749969482,0.677234411239624,2.462211847305298,0.5687500238418579,1.0000001e-07
58,2.275167226791382,0.6799325346946716,2.462742567062378,0.5697916746139526,1e-07
